ANNEE,MARQUE,MODELE,NB_CYL,CYLINDREE,EMISSION,GROUPES
2012,BMW,135,6.0,3001.0,251.75,6
2012,BMW,320,4.0,2001.0,248.87962141378293,6
2012,BMW,335,6.0,3001.0,258.5,6
2012,BMW,528,4.0,2001.0,198.0,3
2012,BMW,X5,8.0,4395.0,359.0,9
2012,BUICK,LACRO,4.0,2394.0,189.0,3
2012,BUICK,LACRO,4.0,3608.0,189.0,3
2012,BUICK,REGAL,4.0,2001.0,236.0,5
2012,CADIL,CTS,6.0,3001.0,261.4,6
2012,CADIL,ESCAL,8.0,6199.0,300.5,7
2012,CHEVR,COLOR,6.0,3706.0,297.3333333333333,7
2012,CHEVR,CRUZE,4.0,1400.0,174.0,2
2012,CHEVR,EXPRE,8.0,4805.0,401.5,9
2012,CHEVR,EXPRE,8.0,5297.0,363.75,9
2012,CHEVR,MALIB,4.0,2400.0,209.5,4
2012,CHEVR,SONIC,4.0,1394.0,173.0,2
2012,CHEVR,SUBUR,8.0,5297.0,306.75,7
2012,CHRYS,200,6.0,3600.0,236.0,5
2012,CHRYS,300C,8.0,5707.0,299.0,7
2012,DODGE,CHALL,6.0,3608.0,258.0,6
2012,DODGE,JOURN,4.0,2400.0,246.0,5
2012,FORD,ECONO,8.0,4608.0,218.0258602393313,4
2012,FORD,EDGE,4.0,2001.0,225.0,5
2012,FORD,EDGE,6.0,3500.0,256.5,6
2012,FORD,EDGE,6.0,3706.0,281.0,7
2012,FORD,F350,8.0,6707.0,218.0258602393313,4
2012,FORD,FIEST,4.0,1600.0,165.0,2
2012,FORD,FOCUS,,,174.5,2
2012,FORD,FUSIO,6.0,3509.0,274.0,6
2012,GMC,SIERR,8.0,6002.0,249.5,6
2012,HONDA,ACCOR,6.0,3509.0,247.25,5
2012,HONDA,CR-Z,4.0,1492.0,155.0,2
2012,HONDA,FIT,,1492.0,175.0,2
2012,HONDA,RIDGE,6.0,3493.0,311.0,7
2012,HYUND,SANTA,6.0,3500.0,242.5,5
2012,INFIN,FX35,6.0,3509.0,304.0,7
2012,INFIN,M56,8.0,5608.0,293.0,7
2012,JAGUA,XJL,8.0,5002.0,310.0,7
2012,JEEP,GRAND,8.0,6428.0,377.0,9
2012,JEEP,PATRI,4.0,2001.0,218.5,4
2012,KIA,SPORT,4.0,2001.0,248.0,5
2012,LEXUS,ES,6.0,3460.0,244.0,5
2012,LEXUS,ES,6.0,3509.0,244.0,5
2012,LEXUS,RX,6.0,3509.0,229.0,5
2012,MASER,GRANT,8.0,4690.0,351.0,8
2012,MAZDA,3,4.0,2493.0,224.0,5
2012,MAZDA,CX-7,4.0,2296.0,190.41622210596577,3
2012,MERCE,CLS,8.0,5461.0,297.0,7
2012,MERCE,ML,6.0,3493.0,267.4169261251073,6
2012,MITSU,IMIEV,,,0.0,0
2012,NISSA,370Z,6.0,3706.0,262.5,6
2012,NISSA,CUBE,4.0,1804.0,195.5,3
2012,NISSA,FRONT,6.0,4001.0,326.0,8
2012,NISSA,MURAN,6.0,3500.0,271.0,6
2012,NISSA,QUEST,6.0,3509.0,258.0,6
2012,PORSC,PANAM,8.0,4805.0,294.5,7
2012,SMART,FORTW,3.0,1000.0,147.0,2
2012,SUBAR,FORES,4.0,2460.0,243.33333333333331,5
2012,SUBAR,LEGAC,6.0,3608.0,269.0,6
2012,TOYOT,4RUNN,6.0,4001.0,292.0,7
2012,TOYOT,COROL,4.0,2361.0,226.0,5
2012,TOYOT,SIENN,4.0,2689.0,242.0,5
2012,VOLKS,ARTIS,4.0,,217.67751611517,4
2012,VOLKS,GOLF,4.0,1984.0,207.2,4
2012,VOLKS,GOLF,4.0,2476.0,207.2,4
2012,VOLKS,JETTA,,1984.0,207.33333333333331,4
2012,VOLKS,JETTA,4.0,2000.0,207.33333333333331,4
2012,VOLKS,JETTA,4.0,2476.0,207.33333333333331,4
2012,VOLKS,PASSA,6.0,3591.0,246.0,5
2012,VOLKS,TOUAR,6.0,3591.0,283.0,7
2012,VOLVO,S60,6.0,3001.0,255.0,6
2012,VOLVO,S80,6.0,3001.0,255.0,6
2012,VOLVO,XC60,6.0,3198.0,268.5,6
2012,VOLVO,XC70,6.0,3198.0,268.5,6
2013,ACURA,ILX,4.0,2361.0,221.0,4
2013,ACURA,ZDX,6.0,3706.0,288.0,7
2013,AUDI,A6,4.0,1984.0,235.0,5
2013,AUDI,A8,6.0,2968.0,264.5,6
2013,AUDI,S6,8.0,4001.0,283.0,7
2013,BMW,550,8.0,4395.0,287.5,7
2013,BMW,X5,8.0,4395.0,361.0,9
2013,BUICK,REGAL,4.0,2001.0,238.66666666666663,5
2013,BUICK,VERAN,4.0,2001.0,226.5,5
2013,CHEVR,CORVE,8.0,7002.0,304.0,7
2013,CHEVR,EXPRE,6.0,4300.0,322.0,8
2013,CHEVR,MALIB,4.0,2394.0,184.0,3
2013,CHEVR,SILVE,8.0,4805.0,337.5,8
2013,CHEVR,SILVE,8.0,6609.0,367.75,9
2013,CHEVR,SONIC,,1804.0,187.5,3
2013,CHEVR,SONIC,4.0,1394.0,180.83333333333331,3
2013,CHEVR,SUBUR,8.0,5297.0,305.5,7
2013,CHRYS,300,8.0,5707.0,299.0,7
2013,DODGE,DART,4.0,1400.0,170.25,2
2013,DODGE,DURAN,8.0,5707.0,354.0,9
2013,FORD,ESCAP,4.0,2000.0,223.0,5
2013,FORD,ESCAP,4.0,2509.0,216.0,4
2013,FORD,F150,6.0,3500.0,305.75,7
2013,FORD,F150,6.0,3700.0,285.625,7
2013,FORD,F150,8.0,5000.0,319.875,8
2013,FORD,MUSTA,8.0,5002.0,278.5,7
2013,GMC,SIERR,8.0,6002.0,249.5,6
2013,HONDA,ACCOR,4.0,3509.0,188.66666666666663,3
2013,HYUND,ACCEN,4.0,1600.0,171.5,2
2013,HYUND,SANTA,,2001.0,251.0,6
2013,HYUND,SANTA,6.0,3300.0,237.0,5
2013,INFIN,FX37,6.0,3690.0,294.0,7
2013,JEEP,COMPA,4.0,2394.0,226.0,5
2013,JEEP,PATRI,4.0,2001.0,217.5,4
2013,KIA,FORTE,4.0,2000.0,190.0,3
2013,KIA,RIO,4.0,1600.0,169.66666666666666,2
2013,LANDR,LR4,8.0,4952.0,380.0,9
2013,LEXUS,ES,6.0,3493.0,221.0,4
2013,LEXUS,GS,6.0,3400.0,223.33333333333331,5
2013,LINCO,MKS,6.0,3509.0,269.0,6
2013,LINCO,MKZ,,2001.0,176.0,2
2013,LINCO,MKZ,4.0,2001.0,176.0,2
2013,MAZDA,3,4.0,2000.0,179.5,2
2013,MAZDA,3,4.0,2493.0,224.0,5
2013,MAZDA,6,6.0,3706.0,262.0,6
2013,MERCE,GL,6.0,3001.0,294.0,7
2013,NISSA,ARMAD,8.0,5608.0,380.0,9
2013,NISSA,SENTR,4.0,1800.0,169.0,2
2013,PORSC,CAYEN,6.0,3001.0,265.0,6
2013,PORSC,CAYEN,8.0,4805.0,309.6666666666667,7
2013,SUBAR,LEGAC,6.0,3608.0,269.0,6
2013,SUZUK,GRAND,4.0,2400.0,265.0,6
2013,TOYOT,AVALO,6.0,3509.0,221.0,4
2013,TOYOT,HIGHL,4.0,2689.0,239.0,5
2013,TOYOT,RAV4,4.0,2500.0,213.33333333333331,4
2013,TOYOT,XD,4.0,1804.0,196.95348429260014,3
2013,VOLKS,BEETL,4.0,1968.0,215.25,4
2013,VOLKS,BEETL,4.0,2476.0,215.25,4
2013,VOLKS,GOLF,4.0,2476.0,207.2,4
2013,VOLKS,JETTA,4.0,2476.0,207.33333333333331,4
2013,VOLKS,PASSA,5.0,2500.0,223.0,5
2013,VOLKS,TOUAR,6.0,3591.0,283.0,7
2013,VOLVO,C30,5.0,2525.0,229.0,5
2013,VOLVO,XC60,6.0,3001.0,276.0,6
2013,VOLVO,XC90,6.0,3198.0,254.81021194605012,6
2014,AUDI,A7,6.0,2968.0,237.5,5
2014,AUDI,SQ5,6.0,2968.0,292.0,7
2014,AUDI,TT,4.0,1984.0,209.0,4
2014,BMW,435,4.0,3001.0,229.0,5
2014,BMW,435,6.0,3001.0,229.0,5
2014,BMW,528,4.0,3001.0,205.5,4
2014,BMW,750,8.0,4395.0,292.0,7
2014,BMW,M235I,6.0,3001.0,220.96951493389932,4
2014,BMW,X6,6.0,3001.0,274.0,6
2014,CHEVR,CAMAR,6.0,3608.0,256.3333333333333,6
2014,CHEVR,SILVE,8.0,6002.0,326.5,8
2014,CHEVR,SONIC,4.0,1394.0,182.75,3
2014,DODGE,GRAND,,3608.0,267.5,6
2014,DODGE,GRAND,6.0,3600.0,267.5,6
2014,FIAT,500L,,1394.0,196.5,3
2014,FORD,EDGE,3.0,3509.0,225.0,5
2014,FORD,EDGE,6.0,3706.0,281.0,7
2014,FORD,ESCAP,3.0,2001.0,225.5,5
2014,FORD,ESCAP,4.0,2000.0,225.5,5
2014,FORD,F250,8.0,6199.0,214.72957075596364,4
2014,FORD,MUSTA,6.0,3700.0,241.0,5
2014,FORD,TAURU,6.0,3509.0,249.2,6
2014,GMC,SAVAN,8.0,5297.0,363.0,9
2014,HONDA,ACCOR,4.0,2001.0,110.0,2
2014,HONDA,CR-Z,4.0,1492.0,152.0,2
2014,HYUND,GENES,4.0,1984.0,255.0,6
2014,INFIN,Q60,6.0,3706.0,267.6,6
2014,INFIN,QX70,8.0,5002.0,334.0,8
2014,JAGUA,XF,6.0,3001.0,281.0,7
2014,JAGUA,XJL,6.0,3001.0,285.0,7
2014,LANDR,EVOQU,4.0,2001.0,307.70569923371664,7
2014,LINCO,MKZ,6.0,3706.0,262.0,6
2014,MASER,GRANT,8.0,4690.0,349.5,8
2014,MAZDA,3,4.0,2000.0,162.66666666666666,2
2014,MERCE,C,3.0,3493.0,216.0,4
2014,MERCE,E,8.0,4657.0,266.0,6
2014,MERCE,GLK,6.0,3493.0,260.0,6
2014,MITSU,IMIEV,,,0.0,0
2014,MITSU,OUTLA,6.0,2400.0,235.0,5
2014,NISSA,SENTR,4.0,1798.0,170.0,2
2014,PORSC,CAYMA,6.0,2706.0,220.0,4
2014,RAM,1500,4.0,3608.0,275.6,6
2014,RAM,2500,8.0,6396.0,314.56739008288605,8
2014,RAM,PROMA,4.0,3001.0,314.56739008288605,8
2014,SUBAR,FORES,4.0,2500.0,210.5,4
2014,SUBAR,IMPRE,4.0,2460.0,273.0,6
2014,SUBAR,LEGAC,4.0,3600.0,213.0,4
2014,SUBAR,TRIBE,6.0,3608.0,301.0,7
2014,TOYOT,COROL,4.0,1800.0,172.25,2
2014,TOYOT,FR-S,4.0,2001.0,186.82484040590438,3
2014,TOYOT,HIGHL,,3509.0,225.5,5
2014,TOYOT,TACOM,4.0,2689.0,257.75,6
2014,TOYOT,YARIS,4.0,1500.0,165.5,2
2014,VOLKS,BEETL,5.0,2476.0,226.0,5
2014,VOLKS,CC,4.0,1984.0,224.0,5
2014,VOLKS,EOS,4.0,1984.0,221.0,4
2014,VOLKS,GTI,4.0,1984.0,213.0764582968029,4
2014,VOLKS,JETTA,,1787.0,189.0,3
2014,VOLKS,JETTA,4.0,2476.0,206.0,4
2014,VOLKS,PASSA,4.0,1984.0,189.0,3
2014,VOLVO,XC60,6.0,3001.0,271.0,6
2014,VOLVO,XC70,6.0,3001.0,271.0,6
2015,AUDI,Q5,6.0,2968.0,253.0,6
2015,AUDI,SQ5,6.0,2968.0,281.0,7
2015,BENTL,CONTI,8.0,4001.0,312.0,8
2015,BMW,228,4.0,2001.0,202.8,4
2015,BMW,M235I,6.0,3001.0,237.4,5
2015,BMW,M4,6.0,3001.0,273.5,6
2015,BMW,X5,8.0,4395.0,326.5,8
2015,BUICK,REGAL,4.0,2001.0,232.0,5
2015,CADIL,ATS,6.0,3608.0,250.5,6
2015,CADIL,ESCAL,8.0,6199.0,325.5,8
2015,CHEVR,CAMAR,6.0,3608.0,255.66666666666663,6
2015,CHEVR,CRUZE,4.0,2394.0,192.0,3
2015,CHEVR,SILVE,8.0,6609.0,324.5,8
2015,DODGE,CHALL,6.0,3608.0,237.0,5
2015,DODGE,DURAN,8.0,5707.0,338.0,8
2015,FIAT,500L,4.0,1394.0,202.33333333333331,4
2015,FORD,EDGE,5.0,3509.0,265.5,6
2015,FORD,EDGE,6.0,3509.0,265.5,6
2015,FORD,F350,8.0,6707.0,212.89274368676837,4
2015,FORD,FLEX,6.0,3509.0,279.6666666666667,7
2015,FORD,FOCUS,,,170.6005714285714,2
2015,FORD,FOCUS,3.0,1000.0,162.34799999999998,2
2015,FORD,FUSIO,4.0,1509.0,40.0,1
2015,FORD,TRANS,4.0,2509.0,234.0,5
2015,FORD,TRANS,6.0,3509.0,234.0,5
2015,FORD,TRANS,6.0,3706.0,234.0,5
2015,GMC,CANYO,4.0,2460.0,250.0,6
2015,GMC,SIERR,4.0,6609.0,281.0,7
2015,GMC,SIERR,8.0,6199.0,324.5,8
2015,GMC,TERRA,6.0,3608.0,284.0,7
2015,HYUND,SANTA,,2361.0,246.0,5
2015,HYUND,SONAT,4.0,1984.0,209.0,4
2015,INFIN,Q60,6.0,3706.0,265.8,6
2015,JAGUA,F-TYP,8.0,5002.0,294.0,7
2015,JEEP,COMPA,4.0,2394.0,231.4,5
2015,KIA,CADEN,6.0,3296.0,246.0,5
2015,KIA,SOUL,,,204.429,4
2015,KIA,SPORT,4.0,2001.0,260.0,6
2015,LEXUS,ES,6.0,3493.0,221.0,4
2015,LEXUS,GX,8.0,4608.0,320.0,8
2015,LEXUS,IS,6.0,2493.0,227.0,5
2015,LEXUS,RC-F,8.0,5002.0,290.0,7
2015,LINCO,MKX,6.0,3706.0,278.0,7
2015,LINCO,MKZ,4.0,2001.0,169.0,2
2015,MAZDA,MX-5,4.0,2001.0,227.0,5
2015,MERCE,E,6.0,3001.0,235.0,5
2015,MERCE,GLK,6.0,3493.0,258.0,6
2015,MINI,COOPE,3.0,1499.0,168.25,2
2015,MITSU,RVR,4.0,2400.0,221.0,4
2015,NISSA,MICRA,,1600.0,178.0,2
2015,NISSA,NV,6.0,4001.0,188.90293975079456,3
2015,NISSA,NV200,4.0,2001.0,216.0,4
2015,NISSA,PATHF,6.0,,246.0,5
2015,PETER,ARTIS,6.0,,204.8746101408848,4
2015,PORSC,CAYEN,6.0,3608.0,81.0,1
2015,RAM,2500,8.0,5707.0,306.6263570430137,7
2015,RAM,3500,6.0,6691.0,306.6263570430137,7
2015,RAM,3500,6.0,6707.0,306.6263570430137,7
2015,SUBAR,FORES,4.0,2000.0,216.0,4
2015,SUBAR,LEGAC,6.0,3608.0,235.0,5
2015,TOYOT,AVALO,6.0,3509.0,221.0,4
2015,TOYOT,CAMRY,6.0,3509.0,218.0,4
2015,TOYOT,XB,4.0,2361.0,188.41131475812318,3
2015,VOLKS,EOS,4.0,1984.0,219.0,4
2015,VOLKS,EOS,4.0,2000.0,219.0,4
2015,VOLKS,TOUAR,6.0,3591.0,288.0,7
2015,VOLVO,S60,5.0,2525.0,232.0,5
2015,VOLVO,V60,4.0,2001.0,197.5,3
2015,VOLVO,V60,5.0,2525.0,234.5,5
2015,VOLVO,XC60,5.0,2525.0,262.0,6
2016,AUDI,A5,6.0,2968.0,222.66666666666663,5
2016,AUDI,A6,4.0,1984.0,211.0,4
2016,AUDI,A7,6.0,2968.0,222.5,5
2016,AUDI,A8,6.0,2968.0,235.5,5
2016,AUDI,S3,4.0,1984.0,211.0,4
2016,BMW,535,6.0,3001.0,237.66666666666663,5
2016,BMW,650,8.0,4395.0,284.6666666666667,7
2016,BMW,M4,6.0,3001.0,278.75,7
2016,BUICK,LACRO,6.0,3608.0,266.25,6
2016,CADIL,ATS,6.0,3608.0,240.0,5
2016,CADIL,ESCAL,8.0,6199.0,325.0,8
2016,CADIL,XTS,6.0,3608.0,279.3333333333333,7
2016,CHEVR,CRUZE,4.0,1804.0,198.5,3
2016,DODGE,CHALL,8.0,5707.0,298.0,7
2016,DODGE,CHALL,8.0,6396.0,330.0,8
2016,DODGE,DURAN,6.0,3608.0,265.0,6
2016,DODGE,GRAND,4.0,3608.0,272.5,6
2016,DODGE,VIPER,9.0,8396.0,364.0,9
2016,FERRA,CALIF,8.0,3903.0,210.3874156548613,4
2016,FORD,EXPED,6.0,3509.0,336.0,8
2016,FORD,FLEX,6.0,3509.0,307.6666666666667,7
2016,FORD,FUSIO,4.0,1509.0,40.0,1
2016,FORD,TAURU,6.0,3509.0,272.6,6
2016,FORD,TRANS,6.0,3706.0,245.22222222222226,5
2016,GMC,TERRA,6.0,3608.0,292.5,7
2016,HONDA,CIVIC,4.0,2000.0,169.75,2
2016,HYUND,VELOS,4.0,1600.0,187.75,3
2016,INFIN,Q50,6.0,3001.0,251.2,6
2016,JEEP,GRAND,8.0,6428.0,370.0,9
2016,KIA,SOREN,4.0,2000.0,252.0,6
2016,LEXUS,NX,4.0,2493.0,228.0,5
2016,LEXUS,RC,6.0,3509.0,214.0,4
2016,LINCO,MKT,6.0,3509.0,322.0,8
2016,MAZDA,CX-9,6.0,2493.0,186.4026106977853,3
2016,MERCE,GLE,6.0,3000.0,265.5,6
2016,MERCE,SLK,6.0,3493.0,229.0,5
2016,MERCE,SPRIN,6.0,2968.0,224.78459485059693,5
2016,MITSU,OUTLA,4.0,2378.0,200.0,3
2016,MITSU,OUTLA,4.0,2400.0,200.0,3
2016,NISSA,370Z,6.0,3706.0,269.25,6
2016,NISSA,ROGUE,,2509.0,197.5,3
2016,NISSA,TITAN,8.0,5018.0,195.8729597815709,3
2016,NISSA,TITAN,8.0,5608.0,195.8729597815709,3
2016,RAM,3500,6.0,6707.0,314.4320900900837,8
2016,SMART,FORTW,,,156.372,2
2016,SUBAR,WRX,4.0,2460.0,285.0,7
2016,VOLKS,JETTA,4.0,1984.0,195.75,3
2016,VOLKS,TIGUA,4.0,2000.0,252.66666666666663,6
2016,VOLVO,S60,4.0,2001.0,208.75,4
2016,VOLVO,S60,5.0,2525.0,235.0,5
2016,VOLVO,V60,5.0,2525.0,236.0,5
2017,ACURA,MDX,6.0,3500.0,255.0,6
2017,ACURA,RLX,6.0,3509.0,190.0,3
2017,ACURA,TLX,4.0,2361.0,197.0,3
2017,ALFA,GIULI,4.0,2001.0,211.0,4
2017,AUDI,A6,4.0,1984.0,220.0,4
2017,AUDI,A7,6.0,3000.0,238.0,5
2017,AUDI,A8,8.0,4001.0,252.0,6
2017,AUDI,SQ5,6.0,2968.0,285.0,7
2017,BMW,,4.0,2001.0,204.14431462390155,4
2017,BMW,430XI,4.0,2001.0,204.14431462390155,4
2017,BMW,540,6.0,3001.0,228.0,5
2017,BMW,X3,4.0,2000.0,222.0,4
2017,BMW,X3,6.0,3000.0,260.0,6
2017,BMW,X3,6.0,3001.0,260.0,6
2017,BMW,X6,6.0,3001.0,270.0,6
2017,BUICK,LACRO,4.0,3608.0,229.5,5
2017,CADIL,ATS,6.0,3608.0,241.0,5
2017,CHEVR,CAMAR,4.0,2001.0,229.0,5
2017,CHEVR,COLOR,4.0,2788.0,283.3333333333333,7
2017,CHEVR,CRUZE,4.0,1400.0,170.83333333333334,2
2017,CHEVR,CRUZE,4.0,1607.0,170.5,2
2017,CHEVR,SILVE,8.0,6002.0,327.0,8
2017,CHEVR,TRAVE,6.0,3608.0,318.5,8
2017,CHRYS,200,4.0,2394.0,196.5,3
2017,DODGE,CHALL,8.0,5707.0,298.0,7
2017,DODGE,DURAN,8.0,5707.0,328.0,8
2017,FORD,FOCUS,4.0,2296.0,254.976,6
2017,GENES,G80,6.0,3788.0,286.0,7
2017,GMC,YUKON,8.0,6199.0,331.5,8
2017,HONDA,ACCOR,4.0,2001.0,114.0,2
2017,HYUND,TUCSO,4.0,1984.0,227.0,5
2017,INFIN,QX80,8.0,5608.0,355.0,9
2017,JAGUA,F-PAC,6.0,3000.0,277.0,6
2017,JAGUA,XE,4.0,2001.0,186.0,3
2017,JAGUA,XF,4.0,2001.0,186.0,3
2017,JAGUA,XF,6.0,3001.0,243.0,5
2017,JEEP,PATRI,4.0,2394.0,239.0,5
2017,KIA,FORTE,4.0,2000.0,196.57142857142856,3
2017,LANDR,RANGE,4.0,2001.0,237.0,5
2017,LEXUS,ES,4.0,2493.0,139.0,2
2017,LINCO,MKX,6.0,2706.0,284.0,7
2017,LINCO,MKX,6.0,3706.0,293.0,7
2017,LINCO,MKZ,6.0,3001.0,271.0,6
2017,MERCE,E,8.0,3001.0,271.5,6
2017,MERCE,G,8.0,4000.0,401.0,9
2017,MERCE,GLE,6.0,3000.0,92.0,1
2017,NISSA,370Z,6.0,3706.0,269.5,6
2017,NISSA,ARMAD,8.0,5608.0,362.0,9
2017,PORSC,BOXST,4.0,2493.0,239.5,5
2017,PORSC,MACAN,6.0,3000.0,286.0,7
2017,RAM,2500,8.0,5707.0,329.59925110946745,8
2017,RAM,PROMA,6.0,3608.0,232.0,5
2017,TOYOT,AVALO,6.0,3509.0,226.0,5
2017,TOYOT,CAMRY,4.0,2500.0,159.0,2
2017,TOYOT,TACOM,4.0,2689.0,272.0,6
2017,TOYOT,YARIS,4.0,1509.0,165.0,2
2017,VOLKS,CC,6.0,3591.0,277.0,6
2017,VOLKS,PASSA,6.0,3591.0,242.0,5
2017,VOLKS,TOUAR,6.0,3591.0,287.0,7
2018,,,4.0,2460.0,207.7852942046117,4
2018,AUDI,A3,4.0,1394.0,46.5,1
2018,AUDI,RS3,5.0,2500.0,248.0,5
2018,AUDI,TT,4.0,1984.0,209.0,4
2018,BMW,,4.0,2001.0,204.15295213261257,4
2018,BMW,330E,4.0,2001.0,118.0,2
2018,BMW,530XE,4.0,2001.0,204.15295213261257,4
2018,BMW,I3,,640.0,9.0,1
2018,BMW,M240X,6.0,3001.0,204.15295213261257,4
2018,BMW,X4,4.0,2001.0,240.0,5
2018,BMW,X4,6.0,3001.0,266.0,6
2018,BMW,X5,8.0,4395.0,77.0,1
2018,BUICK,REGAL,4.0,2001.0,222.0,4
2018,CADIL,ATS,6.0,3608.0,240.5,5
2018,CADIL,CT6,6.0,3001.0,44.5,1
2018,CHEVR,CAMAR,4.0,2001.0,227.5,5
2018,CHEVR,COLOR,4.0,2788.0,283.6666666666667,7
2018,CHEVR,MALIB,4.0,2001.0,213.0,4
2018,CHEVR,SILVE,6.0,4297.0,288.0,7
2018,CHEVR,SILVE,8.0,6002.0,327.5,8
2018,CHEVR,SONIC,4.0,1804.0,191.5,3
2018,CHEVR,SUBUR,8.0,5297.0,306.8333333333333,7
2018,DODGE,DURAN,6.0,3608.0,265.0,6
2018,DODGE,JOURN,4.0,2394.0,261.0,6
2018,FORD,ECOSP,3.0,1000.0,195.0,3
2018,FORD,F150,6.0,3001.0,271.6,6
2018,FORD,F150,8.0,5000.0,309.1666666666667,7
2018,FORD,FIEST,4.0,1607.0,184.33333333333331,3
2018,FORD,FLEX,6.0,3509.0,307.6666666666667,7
2018,FORD,FOCUS,3.0,1000.0,169.32,2
2018,FORD,FUSIO,4.0,1509.0,35.0,1
2018,FORD,MUSTA,8.0,5198.0,298.6666666666667,7
2018,GENES,G80,6.0,3345.0,282.0,7
2018,GMC,ACADI,4.0,2509.0,241.0,5
2018,GMC,CANYO,4.0,2460.0,256.6666666666667,6
2018,HYUND,ACCEN,4.0,1600.0,173.0,2
2018,HYUND,ELANT,4.0,2000.0,191.25,3
2018,INFIN,QX30,4.0,2001.0,210.5,4
2018,INFIN,QX80,8.0,5608.0,354.0,9
2018,JAGUA,E-PAC,4.0,2001.0,233.50562248995988,5
2018,JAGUA,F-PAC,6.0,3001.0,277.0,6
2018,JAGUA,F-TYP,6.0,3001.0,271.6,6
2018,JEEP,WRANG,4.0,2001.0,239.0,5
2018,KIA,OPTIM,4.0,2001.0,30.0,1
2018,KIA,SOREN,6.0,,279.5,7
2018,LEXUS,NX,4.0,2493.0,240.6248995983936,5
2018,LINCO,MKZ,4.0,2001.0,190.5,3
2018,LINCO,NAVIG,6.0,3509.0,310.0,7
2018,MAZDA,3,4.0,2500.0,186.33333333333331,3
2018,MERCE,B,4.0,2001.0,157.17146311238025,2
2018,MERCE,B250,4.0,2001.0,205.5,4
2018,MERCE,E,8.0,3985.0,227.0,5
2018,MERCE,GLC,6.0,3001.0,73.0,1
2018,MERCE,METRI,4.0,2001.0,259.5,6
2018,MINI,COOPE,3.0,1509.0,69.5,1
2018,MINI,COOPE,4.0,1492.0,69.5,1
2018,NISSA,ALTIM,4.0,2509.0,182.0,3
2018,NISSA,SENTR,4.0,,189.375,3
2018,NISSA,SENTR,4.0,1607.0,199.25,3
2018,PORSC,911,6.0,3001.0,241.83333333333331,5
2018,PORSC,PANAM,6.0,3608.0,235.25,5
2018,SMART,FORTW,,,0.0,0
2018,SUBAR,FORES,4.0,2001.0,223.0,5
2018,VOLVO,XC60,4.0,2000.0,66.5,1
2019,BMW,530,4.0,2001.0,61.0,1
2019,BMW,X4,4.0,2001.0,223.0,5
2019,BUICK,ENCOR,4.0,1394.0,204.25,4
2019,BUICK,ENVIS,4.0,2001.0,249.0,6
2019,BUICK,ENVIS,4.0,2509.0,234.0,5
2019,CADIL,XT5,6.0,3608.0,256.5,6
2019,CHEVR,COLOR,4.0,2788.0,293.0,7
2019,CHEVR,SILVE,8.0,5297.0,321.5833333333333,8
2019,CHEVR,SILVE,8.0,6002.0,321.0,8
2019,CHEVR,SILVE,8.0,6609.0,321.0,8
2019,FORD,EDGE,4.0,2001.0,228.5,5
2019,FORD,ESCAP,4.0,1509.0,223.0,5
2019,FORD,F250,8.0,6199.0,260.6240464344939,6
2019,FORD,TRANS,6.0,3706.0,249.0,6
2019,HONDA,,4.0,1492.0,214.567893980938,4
2019,HONDA,FIT,4.0,1500.0,163.66666666666666,2
2019,HONDA,HR-V,4.0,1804.0,191.0,3
2019,HONDA,INSIG,4.0,1492.0,114.0,2
2019,HYUND,KONA,4.0,2000.0,193.22400000000002,3
2019,JAGUA,,,,251.66304347826087,6
2019,JEEP,CHERO,4.0,2394.0,224.5,5
2019,KIA,FORTE,4.0,2000.0,172.0,2
2019,KIA,SOUL,,,201.44099999999997,4
2019,KIA,SOUL,4.0,2001.0,205.176,4
2019,LANDR,RANGE,8.0,4952.0,321.3333333333333,8
2019,LEXUS,NX300,4.0,2493.0,176.0,2
2019,MAZDA,CX-9,4.0,2500.0,234.5,5
2019,MERCE,C,4.0,2000.0,148.91878916515057,2
2019,MERCE,C,6.0,3000.0,148.91878916515057,2
2019,MERCE,GLA,4.0,2001.0,209.0,4
2019,MERCE,GLC,8.0,4001.0,73.0,1
2019,NISSA,ALTIM,4.0,,185.875,3
2019,PORSC,911,6.0,3000.0,243.40625,5
2019,SUBAR,LEGAC,4.0,2460.0,193.0,3
2019,SUBAR,OUTBA,4.0,2460.0,198.0,3
2019,TOYOT,SEQUO,8.0,5707.0,384.0,9
2019,TOYOT,TACOM,6.0,3509.0,292.3333333333333,7
1926,CADIL,,8.0,,482.66399999999976,9
1930,,,8.0,,470.51999999999947,9
1930,FORD,,8.0,,470.51999999999947,9
1934,FORD,,8.0,,458.37600000000015,9
1937,CHEVR,,8.0,,449.268,9
1938,CHEVR,,8.0,,446.232,9
1948,DODGE,,6.0,,415.8720000000003,9
1950,CADIL,,8.0,,409.8000000000001,9
1951,JEEP,,4.0,,406.7640000000002,9
1951,PONTI,,6.0,,406.7640000000002,9
1952,DODGE,,6.0,,403.72800000000007,9
1952,GMC,,6.0,,403.72800000000007,9
1952,MG,,4.0,,403.72800000000007,9
1953,DODGE,,8.0,,400.69199999999995,9
1953,INTER,,6.0,,400.69199999999995,9
1955,CHEVR,,8.0,,394.61999999999983,9
1955,DODGE,,4.0,,394.61999999999983,9
1962,MERCE,190,6.0,,373.3679999999995,9
1963,GMC,PICKU,8.0,,370.3320000000003,9
1964,CHEVR,,8.0,,367.29600000000033,9
